,global_unique_identifier,last_edited_date,taxonomic_order,category,common_name,scientific_name,subspecies_common_name,subspecies_scientific_name,observation_count,breeding_bird_atlas_code,breeding_bird_atlas_category,age_sex,country,country_code,state,state_code,county,county_code,iba_code,bcr_code,usfws_code,atlas_block,locality,locality_id,locality_type,latitude,longitude,observation_date,time_observations_started,observer_id,sampling_event_identifier,protocol_type,protocol_code,project_code,duration_minutes,effort_distance_km,effort_area_ha,number_observers,all_species_reported,group_identifier,has_media,approved,reviewed,reason,trip_comments,species_comments,v47,pelagic,legit,duplicate
97,URN:CornellLabOfOrnithology:EBIRD:OBS202936373,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,8,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-05-22,6:00:00,obsr160903,S14534172,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
112,URN:CornellLabOfOrnithology:EBIRD:OBS202936391,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,9,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-05-23,6:00:00,obsr160903,S14534173,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
109,URN:CornellLabOfOrnithology:EBIRD:OBS468499176,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,6,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-05-23,,obsr795217,S34617997,Historical,P62,EBIRD,NA,NA,NA,NA,0,,0,1,0,,"Living and working on SEFI, monitoring birds.",,NA,TRUE,0,
114,URN:CornellLabOfOrnithology:EBIRD:OBS202936414,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,7,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-05-24,6:00:00,obsr160903,S14534174,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
107,URN:CornellLabOfOrnithology:EBIRD:OBS468500577,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,8,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-05-24,,obsr795217,S34618142,Historical,P62,EBIRD,NA,NA,NA,NA,0,,0,1,0,,Daily total of migrants spotted while living and working on SEFI. No breeding birds recorded on this list.,,NA,TRUE,0,
108,URN:CornellLabOfOrnithology:EBIRD:OBS202936437,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,5,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-05-25,6:00:00,obsr160903,S14534175,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
115,URN:CornellLabOfOrnithology:EBIRD:OBS202934560,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,4,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-05-26,6:00:00,obsr160903,S14534097,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
104,URN:CornellLabOfOrnithology:EBIRD:OBS202934571,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-05-27,6:00:00,obsr160903,S14534098,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
101,URN:CornellLabOfOrnithology:EBIRD:OBS202936454,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-05-28,6:00:00,obsr160903,S14534176,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
102,URN:CornellLabOfOrnithology:EBIRD:OBS202934582,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-05-29,6:00:00,obsr160903,S14534099,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
99,URN:CornellLabOfOrnithology:EBIRD:OBS202936468,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,2,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-05-30,6:00:00,obsr160903,S14534177,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
111,URN:CornellLabOfOrnithology:EBIRD:OBS468517793,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-05-30,,obsr795217,S34619293,Historical,P62,EBIRD,NA,NA,NA,NA,0,,0,1,0,,"Daily count of non-breeding birds, while living and working on SEFI. No breeding birds recorded on this list.",,NA,TRUE,0,
113,URN:CornellLabOfOrnithology:EBIRD:OBS202936487,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-05-31,6:00:00,obsr160903,S14534178,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
94,URN:CornellLabOfOrnithology:EBIRD:OBS468554436,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-05-31,,obsr795217,S34622413,Historical,P62,EBIRD,NA,NA,NA,NA,0,,0,1,0,,"Daily count of non-breeding birds, while living and working on SEFI. No breeding birds recorded on this list.",,NA,TRUE,0,
122,URN:CornellLabOfOrnithology:EBIRD:OBS202933491,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-06-01,6:00:00,obsr160903,S14533993,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
120,URN:CornellLabOfOrnithology:EBIRD:OBS468560339,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-06-01,,obsr795217,S34622903,Historical,P62,EBIRD,NA,NA,NA,NA,0,,0,1,0,,"Daily record of non-breeding birds, recorded while living and working on island. No breeding birds recorded on this checklist.",,NA,TRUE,0,
123,URN:CornellLabOfOrnithology:EBIRD:OBS202936530,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,2,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-06-03,6:00:00,obsr160903,S14534180,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
116,URN:CornellLabOfOrnithology:EBIRD:OBS202936553,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-06-04,6:00:00,obsr160903,S14534181,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
119,URN:CornellLabOfOrnithology:EBIRD:OBS202933505,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-06-08,6:00:00,obsr160903,S14533995,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
121,URN:CornellLabOfOrnithology:EBIRD:OBS202933512,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-06-09,6:00:00,obsr160903,S14533996,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
117,URN:CornellLabOfOrnithology:EBIRD:OBS202936592,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-06-10,6:00:00,obsr160903,S14534185,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
118,URN:CornellLabOfOrnithology:EBIRD:OBS202936600,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-06-11,6:00:00,obsr160903,S14534186,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
124,URN:CornellLabOfOrnithology:EBIRD:OBS202936648,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-06-22,6:00:00,obsr160903,S14534193,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
45,URN:CornellLabOfOrnithology:EBIRD:OBS91675602,24:33.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,Canada,CA,British Columbia,CA-BC,Skeena-Queen Charlotte,CA-BC-SQ,CA-BC_140,NA,,,"Haida Gwaii - Ramsay Island north side, Gwaii Haanas",L902633,P,52.5713945,-131.4040375,2009-08-15,,obsr209593,S6392123,Incidental,P20,EBIRD_CAN,NA,NA,NA,3,0,,1,1,0,,photo available,,NA,TRUE,0,
125,URN:CornellLabOfOrnithology:EBIRD:OBS202936908,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-08-25,6:30:00,obsr160903,S14534231,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
535,URN:CornellLabOfOrnithology:EBIRD:OBS202934832,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-10-01,7:30:00,obsr160903,S14534107,Area,P23,EBIRD,660,NA,38.4451,4,1,G658094,0,1,0,,,,NA,TRUE,0,
127,URN:CornellLabOfOrnithology:EBIRD:OBS203150401,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-03-24,7:00:00,obsr160903,S14550591,Area,P23,EBIRD,720,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
126,URN:CornellLabOfOrnithology:EBIRD:OBS203150428,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-03-26,7:00:00,obsr160903,S14550593,Area,P23,EBIRD,720,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
133,URN:CornellLabOfOrnithology:EBIRD:OBS203150732,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-04-12,6:30:00,obsr160903,S14550618,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
134,URN:CornellLabOfOrnithology:EBIRD:OBS203150829,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-04-15,6:30:00,obsr160903,S14550628,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
131,URN:CornellLabOfOrnithology:EBIRD:OBS203150532,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-04-22,6:30:00,obsr160903,S14550602,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
129,URN:CornellLabOfOrnithology:EBIRD:OBS203150568,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-04-23,6:30:00,obsr160903,S14550605,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
132,URN:CornellLabOfOrnithology:EBIRD:OBS203150613,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-04-24,6:30:00,obsr160903,S14550608,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
485,URN:CornellLabOfOrnithology:EBIRD:OBS487385440,59:37.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,X,,,,United States,US,California,US-CA,Santa Barbara,US-CA-083,US-CA_4698,32,,,Santa Barbara Island (SBA Co.),L109503,H,33.475842,-119.035716,2010-04-24,,obsr194608,S36079017,Historical,P62,EBIRD,NA,8.047,NA,1,1,,0,1,0,,"Walking around entire island and doing research, 20-27 April 2010",,NA,TRUE,0,
486,URN:CornellLabOfOrnithology:EBIRD:OBS202623139,05:29.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,Santa Barbara,US-CA-083,US-CA_4698,32,,,SBI - NPS headquarters,L714353,P,33.480723,-119.02943,2010-04-26,14:00:00,obsr16653,S14508275,Traveling,P22,EBIRD,135,9,NA,2,1,,0,1,1,,"Joined Laurie to help out with surveys on seabird colonies around the edges of the island, including Sutil and the stacks off the north shore.",Perched on building near headquarters.,NA,TRUE,0,
130,URN:CornellLabOfOrnithology:EBIRD:OBS203150703,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-04-27,6:30:00,obsr160903,S14550615,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
128,URN:CornellLabOfOrnithology:EBIRD:OBS203150722,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-04-30,6:30:00,obsr160903,S14550617,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
144,URN:CornellLabOfOrnithology:EBIRD:OBS203150746,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,3,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-05-01,6:00:00,obsr160903,S14550619,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
156,URN:CornellLabOfOrnithology:EBIRD:OBS203150751,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,3,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-05-02,6:00:00,obsr160903,S14550620,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
150,URN:CornellLabOfOrnithology:EBIRD:OBS203149441,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,2,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-05-03,6:00:00,obsr160903,S14550480,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
151,URN:CornellLabOfOrnithology:EBIRD:OBS203150785,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,4,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-05-07,6:00:00,obsr160903,S14550624,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
141,URN:CornellLabOfOrnithology:EBIRD:OBS203150819,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-05-08,6:00:00,obsr160903,S14550627,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
140,URN:CornellLabOfOrnithology:EBIRD:OBS203149449,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-05-09,6:00:00,obsr160903,S14550481,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
153,URN:CornellLabOfOrnithology:EBIRD:OBS203150856,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-05-10,6:00:00,obsr160903,S14550630,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
137,URN:CornellLabOfOrnithology:EBIRD:OBS203150933,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-05-11,6:00:00,obsr160903,S14550633,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
138,URN:CornellLabOfOrnithology:EBIRD:OBS203149474,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,2,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-05-13,6:00:00,obsr160903,S14550483,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
154,URN:CornellLabOfOrnithology:EBIRD:OBS203149482,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,3,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-05-14,6:00:00,obsr160903,S14550484,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
142,URN:CornellLabOfOrnithology:EBIRD:OBS203150941,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,3,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-05-15,6:00:00,obsr160903,S14550634,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
157,URN:CornellLabOfOrnithology:EBIRD:OBS203150957,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,3,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-05-16,6:00:00,obsr160903,S14550635,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
158,URN:CornellLabOfOrnithology:EBIRD:OBS203150971,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,3,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-05-17,6:00:00,obsr160903,S14550636,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
147,URN:CornellLabOfOrnithology:EBIRD:OBS203150983,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,3,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-05-18,6:00:00,obsr160903,S14550637,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
161,URN:CornellLabOfOrnithology:EBIRD:OBS203150999,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,5,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-05-19,6:00:00,obsr160903,S14550638,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
160,URN:CornellLabOfOrnithology:EBIRD:OBS203151010,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,8,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-05-20,6:00:00,obsr160903,S14550639,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
139,URN:CornellLabOfOrnithology:EBIRD:OBS203149489,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,6,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-05-21,6:00:00,obsr160903,S14550485,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
145,URN:CornellLabOfOrnithology:EBIRD:OBS203149501,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,2,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-05-22,6:00:00,obsr160903,S14550486,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
146,URN:CornellLabOfOrnithology:EBIRD:OBS203149517,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,2,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-05-23,6:00:00,obsr160903,S14550487,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
152,URN:CornellLabOfOrnithology:EBIRD:OBS203151018,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,2,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-05-24,6:00:00,obsr160903,S14550640,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
143,URN:CornellLabOfOrnithology:EBIRD:OBS203149524,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,4,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-05-25,6:00:00,obsr160903,S14550488,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
155,URN:CornellLabOfOrnithology:EBIRD:OBS203151026,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,5,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-05-26,6:00:00,obsr160903,S14550641,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
136,URN:CornellLabOfOrnithology:EBIRD:OBS203151039,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,3,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2010-05-27,6:00:00,obsr160903,S14550642,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
